Dates;Flow_Rate_L_Andelle_a_Vascoeuil;Flow_Rate_L_Austreberthe_a_Saint_Paer;Flow_Rate_L_Elure_a_Cailly_sur_Eure;Flow_Rate_L_Epte_a_Fourges;Flow_Rate_L_Eure_a_Louviers;Flow_Rate_La_Durdent_a_Vittefleur;Flow_Rate_La_Ganzeville_a_Ganzeville;Flow_Rate_La_Saane_a_Val_de_Saane;Flow_Rate_Le_Cailly_a_Notre_Dame_de_Bondeville_x;Flow_Rate_Le_Cailly_a_Fontaine_le_Bourg__Grand_Tendos;Flow_Rate_Le_Cailly_a_Notre_Dame_de_Bondeville_y;Flow_Rate_Le_Commerce_a_Gruchet_le_Valasse;Flow_Rate_La_Seine_a_Alfortville;Flow_Rate_La_Risle_A_Pont_Authou;Surface_Water_Level_L_Andelle_a_Vascoeuil;Surface_Water_Level_L_Austreberthe_a_Saint_Paer;Surface_Water_Level_L_Elure_a_Cailly_sur_Eure;Surface_Water_Level_L_Epte_a_Fourges;Surface_Water_Level_L_Eure_a_Louviers;Surface_Water_Level_La_Durdent_a_Vittefleur;Surface_Water_Level_La_Ganzeville_a_Ganzeville;Surface_Water_Level_La_Saane_a_Val_de_Saane;Surface_Water_Level_Le_Cailly_a_Notre_Dame_de_Bondeville;Surface_Water_Level_Le_Cailly_a_Fontaine_le_Bourg__Grand_Tendos;Surface_Water_Level_Le_Commerce_a_Gruchet_le_Valasse;Surface_Water_Level_La_Seine_A_Alfortville;Surface_Water_Level_La_Risle_A_Pont_Authou;Water_Level_Caudebec;Water_Level_Tancarville;Water_Level_Duclair;Water_Level_Honfleur;Water_Level_Rouen;Rainfall_Dieppe;Rainfall_Octeville;Rainfall_Rouen;Temperature_Dieppe;Temperature_Octeville;Temperature_Rouen;Cote_NGF_BSS000EPAR;Cote_NGF_BSS000FGNF;Cote_NGF_BSS000FHCQ;Cote_NGF_BSS000FLDL;Cote_NGF_BSS000FLJZ;Cote_NGF_BSS000FLMB;Cote_NGF_BSS000GTXB;Cote_NGF_BSS000MRWS;Tide (m)
03/01/2009;3.13;1.51;13.5;7.66;16.2;4.02;0.829;0.463;2.22;0.651;2.22;0.131;162.0;9.02;0.49;0.28;0.77;0.91;0.14;0.34;0.56;0.08;0.43;0.35;0.05;0.61;0.17;6.94;7.12;6.67;7.08;7.07;0.0;0.0;0.0;6.3;5.7;6.9;145.17;56.96;30.19;72.31;101.82;119.58;54.37;127.29;4.738
04/01/2009;3.09;1.49;13.3;7.53;15.9;4.04;0.816;0.462;2.22;0.659;2.22;0.124;164.0;8.96;0.49;0.28;0.76;0.91;0.13;0.35;0.55;0.08;0.43;0.35;0.05;0.6;0.17;6.86;9.4;6.79;6.93;7.07;0.2;0.0;0.0;4.7;4.5;9.7;145.17;56.96;30.16;72.31;101.81;119.6;54.37;127.28;4.836
05/01/2009;3.27;1.51;13.6;7.56;16.3;4.2;0.842;0.467;2.29;0.711;2.29;0.206;157.0;8.97;0.5;0.28;0.77;0.91;0.14;0.36;0.56;0.09;0.43;0.36;0.09;0.6;0.17;6.79;6.93;6.73;6.86;7.04;0.0;0.0;0.0;6.8;8.8;11.4;145.17;56.91;30.13;72.31;101.81;119.6;54.39;127.28;4.806
06/01/2009;3.26;1.5;13.2;7.57;15.9;4.08;0.822;0.462;2.3;0.684;2.3;0.146;183.0;8.98;0.5;0.28;0.76;0.91;0.13;0.35;0.55;0.08;0.44;0.36;0.06;0.58;0.17;8.84;9.79;6.39;6.52;6.69;0.0;0.0;0.0;13.8;11.5;18.9;145.17;56.98;30.1;72.31;101.81;119.62;54.37;127.27;4.71
07/01/2009;3.19;1.49;13.1;7.31;15.7;3.82;0.81;0.462;2.26;0.711;2.26;0.131;130.0;8.62;0.49;0.28;0.75;0.9;0.12;0.33;0.55;0.08;0.43;0.36;0.05;0.6;0.15;6.65;6.77;6.61;6.7;6.83;0.2;0.0;0.0;15.8;18.4;22.8;145.15;56.96;30.09;72.31;101.8;119.62;54.37;127.25;4.76
08/01/2009;3.25;1.48;13.0;7.42;15.7;3.78;0.816;0.456;2.28;0.708;2.28;0.137;142.0;8.7;0.5;0.28;0.74;0.9;0.12;0.32;0.55;0.08;0.43;0.36;0.06;0.62;0.15;6.76;6.87;6.65;6.89;6.74;2.0;10.6;6.2;16.6;16.4;18.4;145.14;56.96;30.05;72.3;101.8;119.63;54.37;127.25;4.711
09/01/2009;3.2;1.47;13.1;7.22;15.6;3.78;0.797;0.456;2.28;0.693;2.28;0.133;129.0;8.48;0.49;0.27;0.75;0.89;0.11;0.32;0.55;0.08;0.43;0.36;0.06;0.6;0.15;7.23;9.98;6.95;7.35;7.18;0.2;0.0;0.4;17.1;16.8;17.4;145.12;56.96;30.03;72.29;101.79;119.63;54.37;127.25;4.783
10/01/2009;3.16;1.48;13.2;6.78;15.5;3.75;0.785;0.45;2.29;0.693;2.29;0.131;124.0;7.8;0.49;0.28;0.75;0.88;0.11;0.32;0.55;0.08;0.43;0.36;0.05;0.57;0.12;7.4;8.89;7.19;7.67;7.42;0.0;0.0;0.2;11.1;10.1;13.0;145.12;56.96;30.02;72.29;101.79;119.63;54.36;127.27;4.791
11/01/2009;3.12;1.47;13.4;6.4;15.6;3.74;0.793;0.45;2.22;0.681;2.22;0.148;127.0;7.89;0.49;0.27;0.75;0.86;0.1;0.32;0.55;0.08;0.43;0.36;0.06;0.61;0.12;7.74;7.92;7.53;7.92;7.73;15.6;15.2;13.4;11.8;10.6;12.7;145.1;56.98;29.98;72.29;101.79;119.63;54.36;127.25;4.84
12/01/2009;3.21;1.47;13.0;6.98;17.4;3.79;0.797;0.45;2.26;0.711;2.26;0.161;114.0;8.46;0.49;0.27;0.74;0.88;0.15;0.32;0.55;0.08;0.43;0.36;0.07;0.58;0.14;8.03;8.17;7.84;8.19;8.01;0.4;1.6;2.0;6.4;5.9;5.3;145.1;56.89;29.97;72.29;101.79;119.63;54.36;127.23;4.941
13/01/2009;3.52;1.79;13.3;9.47;15.7;3.82;0.842;0.467;2.49;0.711;2.49;0.31;115.0;9.13;0.51;0.31;0.75;0.98;0.11;0.33;0.56;0.09;0.45;0.36;0.12;0.6;0.17;8.25;8.3;7.96;8.31;8.07;4.8;6.4;7.6;5.3;5.6;4.9;145.1;56.82;29.95;72.3;101.79;119.65;54.37;127.27;4.994
14/01/2009;3.58;1.55;13.6;10.3;16.3;4.04;0.842;0.473;2.3;0.702;2.3;0.297;116.0;9.09;0.51;0.28;0.76;1.01;0.12;0.35;0.56;0.09;0.44;0.36;0.12;0.59;0.17;8.1;8.3;7.93;8.23;8.04;0.2;0.6;0.2;3.4;2.5;2.2;145.1;56.82;29.94;72.31;101.79;119.65;54.37;127.25;4.94
15/01/2009;3.42;1.46;14.0;10.3;17.4;5.34;0.81;0.456;2.24;0.711;2.24;0.137;115.0;10.0;0.5;0.27;0.77;1.01;0.14;0.44;0.55;0.08;0.43;0.36;0.06;0.58;0.2;7.9;8.07;7.72;8.0;7.91;0.0;0.0;0.0;1.7;1.7;2.2;145.1;56.84;29.91;72.32;101.79;119.65;54.37;127.28;4.898
16/01/2009;3.42;1.45;14.4;9.29;17.3;3.76;0.791;0.456;2.25;0.711;2.25;0.142;120.0;9.17;0.5;0.27;0.78;0.98;0.14;0.32;0.55;0.08;0.43;0.36;0.06;0.6;0.17;7.66;7.69;7.49;7.7;7.67;0.0;0.2;0.0;2.7;3.3;3.2;145.08;56.91;29.9;72.32;101.79;119.67;54.37;127.27;4.879
17/01/2009;3.49;1.78;14.4;9.01;17.9;3.81;0.803;0.485;2.58;0.711;2.58;0.219;125.0;9.44;0.51;0.31;0.78;0.97;0.16;0.33;0.55;0.09;0.46;0.36;0.09;0.62;0.18;7.42;7.51;7.33;7.44;7.49;3.8;7.0;9.8;5.4;6.3;7.2;145.08;56.87;29.88;72.32;101.79;119.67;54.37;127.27;4.997
18/01/2009;4.42;2.13;17.7;12.1;20.8;4.5;0.931;0.548;2.65;0.899;2.65;0.865;138.0;10.7;0.56;0.35;0.86;1.09;0.23;0.38;0.57;0.1;0.46;0.38;0.24;0.69;0.22;7.41;7.69;7.23;7.52;7.42;14.4;5.4;7.6;4.5;5.2;5.9;145.08;56.75;29.87;72.32;101.79;119.67;54.39;127.27;5.15
19/01/2009;6.32;2.76;21.7;16.4;25.2;5.5;1.0;0.5441;3.11;0.908;3.11;0.963;187.0;26.7;0.65;0.41;0.97;1.24;0.34;0.45;0.58;0.0995;0.49;0.38;0.26;0.73;0.66;7.1;7.23;7.28;7.07;7.5;6.0;4.6;4.2;2.4;4.2;5.6;145.08;56.68;29.87;72.35;101.81;119.67;54.4;127.25;5.208
20/01/2009;5.88;1.63;29.5;17.1;33.7;4.3;0.893;0.5402;2.7;0.899;2.7;0.206;219.0;28.2;0.63;0.29;1.16;1.26;0.53;0.37;0.56;0.099;0.46;0.38;0.09;0.64;0.69;6.77;6.79;6.87;6.73;7.2;0.4;0.2;4.2;2.2;2.0;2.0;145.1;56.82;30.05;72.43;101.85;119.69;54.4;127.28;5.112
21/01/2009;4.24;1.55;30.1;17.8;34.3;4.12;0.845;0.5363;2.53;0.803;2.53;0.261;272.0;27.1;0.55;0.28;1.17;1.28;0.55;0.35;0.56;0.0985;0.45;0.37;0.11;0.62;0.67;6.46;6.52;6.56;6.46;6.84;2.2;4.8;3.8;0.5;1.8;0.8;145.1;56.84;30.02;72.45;101.87;119.72;54.4;127.27;5.045
22/01/2009;5.5;2.24;28.6;17.4;33.2;5.35;0.931;0.5324;2.88;0.879;2.88;1.31;278.0;19.0;0.61;0.36;1.14;1.27;0.52;0.44;0.57;0.098;0.48;0.38;0.3;0.59;0.46;6.84;6.95;6.93;6.86;7.27;7.6;12.0;14.8;2.4;4.2;6.0;145.1;56.71;30.05;72.46;101.88;119.72;54.4;127.27;5.214
23/01/2009;9.15;4.17;31.6;23.5;35.7;5.49;1.05;0.5285;3.91;1.44;3.91;2.54;272.0;24.7;0.76;0.53;1.19;1.46;0.57;0.45;0.59;0.0975;0.54;0.43;0.45;0.58;0.61;8.18;8.07;8.17;8.06;8.52;4.8;4.2;7.4;4.7;6.4;6.5;145.1;56.71;30.62;72.55;101.92;119.74;54.41;127.28;5.367
24/01/2009;9.08;1.99;37.7;26.3;41.8;4.5;0.934;0.5246000000000001;3.17;0.859;3.17;0.301;288.0;29.1;0.75;0.33;1.31;1.54;0.7;0.38;0.57;0.097;0.49;0.38;0.12;0.63;0.71;7.47;7.62;7.59;7.54;8.02;0.0;0.0;0.2;1.4;2.3;2.7;145.12;56.71;31.65;72.7;102.03;119.76;54.4;127.3;5.157
25/01/2009;4.71;2.05;38.1;28.1;41.8;4.42;0.911;0.5207;2.99;0.85;2.99;0.211;429.0;31.2;0.57;0.34;1.32;1.59;0.7;0.37;0.57;0.0965;0.48;0.37;0.09;0.68;0.76;7.63;7.81;7.6;7.75;8.0;1.8;1.0;3.2;2.9;4.5;3.9;145.12;56.75;31.44;72.67;102.04;119.79;54.4;127.28;5.147
26/01/2009;4.48;1.79;36.0;28.1;39.6;4.27;0.904;0.5168;3.03;0.84;3.03;0.177;439.0;21.7;0.56;0.31;1.28;1.59;0.66;0.36;0.57;0.096;0.49;0.37;0.07;0.56;0.53;7.75;7.89;7.89;7.79;8.31;0.2;0.2;0.2;2.3;3.1;3.0;145.14;56.77;31.19;72.66;102.04;119.83;54.4;127.29;5.105
27/01/2009;4.23;1.75;34.4;21.6;38.9;4.14;0.838;0.5129;2.72;0.803;2.72;0.161;393.0;18.2;0.54;0.31;1.25;1.4;0.64;0.35;0.56;0.0955;0.47;0.37;0.07;0.53;0.43;7.68;7.9;7.85;7.81;8.26;0.0;0.0;0.0;2.0;0.3;2.1;145.15;56.82;30.98;72.66;102.03;119.85;54.37;127.28;4.929
28/01/2009;4.06;1.72;31.8;16.5;37.3;4.17;0.84;0.509;2.65;0.803;2.65;0.159;350.0;16.5;0.53;0.3;1.19;1.24;0.6;0.36;0.56;0.095;0.46;0.37;0.07;0.69;0.39;7.83;8.06;7.95;7.98;8.39;0.0;0.6;0.0;1.6;2.3;1.7;145.15;56.8;30.8;72.64;102.03;119.87;54.36;127.29;4.902
29/01/2009;3.93;1.69;28.2;13.9;35.0;4.05;0.841;0.5051;2.65;0.899;2.65;0.164;299.0;15.1;0.53;0.3;1.13;1.15;0.55;0.35;0.56;0.0945;0.46;0.38;0.07;0.81;0.35;7.71;7.95;7.73;7.86;8.18;0.0;0.0;0.0;-2.5;-1.0;-0.9;145.14;56.82;30.67;72.62;102.02;119.87;54.36;127.3;4.835
30/01/2009;3.86;1.7;25.5;12.7;29.1;4.0;0.842;0.5012;2.66;0.81;2.66;0.155;291.0;14.0;0.52;0.3;1.06;1.11;0.42;0.34;0.56;0.094;0.46;0.37;0.07;0.78;0.32;7.7881178855896;7.849893569946289;7.918611526489258;7.765978813171388;8.186729431152344;0.2;0.0;0.2;-1.4;0.0;0.7;145.14;56.89;30.58;72.59;102.0;119.88;54.36;127.29;4.797
31/01/2009;3.83;1.72;23.1;11.9;27.6;4.05;0.842;0.4973;2.59;0.803;2.59;0.155;296.0;13.3;0.52;0.3;0.99;1.08;0.38;0.35;0.56;0.0935;0.46;0.37;0.07;0.75;0.3;7.6841630935668945;7.839004993438721;7.763697147369385;7.695747375488281;7.882410526275635;0.0;0.0;0.0;1.1;1.1;0.6;145.14;56.91;30.49;72.55;101.99;119.9;54.36;127.3;4.786
01/02/2009;3.79;1.68;21.4;11.4;26.8;3.97;0.842;0.4934;2.59;0.803;2.59;0.155;264.0;13.0;0.52;0.3;0.95;1.06;0.36;0.34;0.56;0.093;0.46;0.37;0.07;0.62;0.29;7.538399696350098;7.761157035827637;7.595388889312744;7.622268676757812;7.687103748321532;0.0;0.0;0.2;-4.2;-5.6;-1.2;145.14;56.91;30.42;72.52;101.97;119.9;54.36;127.3;4.744
02/02/2009;3.82;1.73;20.1;11.1;24.5;3.98;0.839;0.4895;2.62;0.803;2.62;0.146;248.0;13.0;0.52;0.3;0.91;1.05;0.3;0.34;0.56;0.0925;0.46;0.37;0.06;0.57;0.29;7.396347999572754;9.8;7.491933822631836;7.480879783630371;7.62;0.0;0.2;7.2;-1.8;-2.5;-1.7;145.14;56.89;30.37;72.5;101.96;119.94;54.35;127.29;4.939
03/02/2009;3.8;1.69;20.1;11.1;24.3;3.95;0.842;0.4856;2.48;0.803;2.48;0.148;247.0;13.0;0.52;0.3;0.91;1.05;0.29;0.34;0.56;0.092;0.45;0.37;0.06;0.62;0.29;7.1;7.25;7.15;7.17;7.5;0.0;0.2;0.2;4.8;3.5;5.4;145.14;56.91;30.33;72.49;101.95;119.97;54.35;127.29;5.033
04/02/2009;3.95;1.68;19.9;10.6;23.4;3.95;0.842;0.4817;2.49;0.803;2.49;0.258;231.0;12.4;0.53;0.3;0.91;1.03;0.27;0.34;0.56;0.0915;0.45;0.37;0.11;0.57;0.27;8.72;6.94;6.95;6.88;7.26;0.0;0.2;0.0;6.2;5.2;10.3;145.15;56.91;30.28;72.47;101.94;119.99;54.35;127.27;5.075
05/02/2009;4.16;1.82;19.6;11.0;23.5;4.09;0.842;0.4778;2.55;0.899;2.55;0.277;328.0;12.1;0.54;0.32;0.9;1.04;0.27;0.35;0.56;0.091;0.45;0.38;0.11;0.67;0.26;6.87;6.99;6.98;6.9;7.3;0.2;0.0;0.2;8.0;7.8;10.2;145.15;56.8;30.24;72.45;101.94;120.01;54.36;127.3;5.143
06/02/2009;4.25;1.66;19.9;11.8;23.5;4.12;0.842;0.4739;2.49;0.803;2.49;0.148;296.0;12.1;0.54;0.3;0.91;1.08;0.27;0.35;0.56;0.0905;0.45;0.37;0.06;0.63;0.26;6.91;6.94;6.97;6.91;7.25;0.0;0.0;0.0;13.6;11.1;17.1;145.15;56.87;30.2;72.44;101.94;120.03;54.36;127.3;5.011
07/02/2009;4.2;1.73;20.2;11.8;23.9;4.35;0.842;0.47;2.45;0.794;2.45;0.198;248.0;12.7;0.54;0.3;0.91;1.07;0.28;0.37;0.56;0.09;0.45;0.37;0.08;0.65;0.27;7.47;7.56;7.26;7.54;7.68;8.4;1.2;1.8;15.1;16.8;22.8;145.15;56.91;30.16;72.41;101.94;120.06;54.36;127.3;4.997
08/02/2009;4.09;1.87;19.9;11.6;23.9;4.13;0.842;0.472;2.54;0.794;2.54;0.157;251.0;12.4;0.53;0.32;0.9;1.07;0.28;0.35;0.56;0.09;0.45;0.37;0.07;0.65;0.27;7.76;8.03;7.68;8.0;8.02;0.0;0.0;0.0;16.0;15.0;15.9;145.15;56.93;30.12;72.39;101.93;120.08;54.35;127.3;5.016
09/02/2009;5.62;3.82;22.2;13.4;26.4;5.57;1.14;0.975;3.91;0.908;3.91;1.39;276.0;14.8;0.61;0.51;0.96;1.13;0.34;0.46;0.6;0.16;0.54;0.38;0.32;0.72;0.34;8.19;8.56;7.91;8.44;8.26;5.2;11.8;8.6;13.6;14.5;16.2;145.14;56.89;30.09;72.37;101.92;120.1;54.35;127.29;5.161
10/02/2009;6.72;2.24;25.1;17.0;30.3;5.29;1.07;1.0;3.06;0.85;3.06;0.356;269.0;22.5;0.66;0.36;1.03;1.25;0.43;0.44;0.59;0.17;0.49;0.37;0.13;0.7;0.55;8.68;8.71;8.59;8.64;8.92;0.0;0.0;0.0;10.3;11.4;11.3;145.14;56.78;30.33;72.48;101.96;120.13;54.37;127.31;5.171
11/02/2009;5.66;2.43;32.1;19.5;36.4;4.57;0.908;0.561;3.08;0.85;3.08;0.692;290.0;26.4;0.61;0.38;1.19;1.33;0.57;0.38;0.57;0.1;0.49;0.37;0.21;0.71;0.64;8.34;8.6;8.3;8.44;8.69;8.6;6.4;3.2;8.3;8.4;8.2;145.12;56.82;30.28;72.49;101.99;120.15;54.33;127.29;4.961
12/02/2009;4.66;2.43;31.7;19.8;37.3;4.49;0.931;0.542;3.04;0.812;3.04;0.656;355.0;22.6;0.56;0.38;1.18;1.34;0.59;0.38;0.57;0.1;0.49;0.37;0.2;0.63;0.55;8.39;8.53;8.38;8.4;8.79;2.0;0.8;6.2;5.0;5.2;7.2;145.12;56.91;30.23;72.5;102.0;120.17;54.33;127.28;4.964
13/02/2009;4.52;2.39;31.2;17.9;37.4;4.78;0.931;0.594;2.91;0.803;2.91;0.701;321.0;17.0;0.55;0.38;1.17;1.28;0.59;0.4;0.57;0.11;0.48;0.37;0.21;0.54;0.4;8.2;8.36;8.28;8.27;8.65;0.2;0.6;0.6;0.9;3.1;1.6;145.1;56.77;30.16;72.5;102.0;120.22;54.33;127.28;4.927
14/02/2009;4.63;1.82;30.1;15.7;35.2;4.55;0.897;0.525;2.8;1.07;2.8;0.169;306.0;15.8;0.56;0.32;1.15;1.21;0.54;0.38;0.57;0.1;0.47;0.4;0.07;0.57;0.36;7.82;8.01;7.95;7.84;8.34;0.0;0.0;0.0;2.1;-0.5;1.1;145.1;56.93;30.12;72.5;102.0;120.24;54.32;127.29;4.806
15/02/2009;4.41;1.79;26.6;14.8;31.9;4.38;0.862;0.502;2.69;0.766;2.69;0.16;306.0;15.4;0.55;0.31;1.07;1.18;0.47;0.36;0.56;0.09;0.46;0.37;0.07;0.58;0.35;8.59;7.52;7.56;7.52;7.84;0.0;0.2;0.6;-1.4;-2.5;1.1;145.08;56.91;30.09;72.51;102.01;120.28;54.3;127.29;4.792
16/02/2009;4.23;1.75;24.2;13.7;29.8;4.35;0.87;0.502;2.65;0.766;2.65;0.177;294.0;14.1;0.54;0.31;1.01;1.14;0.42;0.36;0.56;0.09;0.46;0.37;0.07;0.55;0.32;7.24;7.33;7.4;7.29;7.78;0.0;0.2;0.0;4.6;3.7;5.8;145.06;56.8;30.05;72.52;102.01;120.31;54.3;127.29;4.819
17/02/2009;4.21;1.74;23.2;12.8;28.4;4.35;0.849;0.496;2.65;0.765;2.65;0.164;283.0;13.6;0.54;0.31;0.98;1.11;0.39;0.36;0.56;0.09;0.46;0.37;0.07;0.53;0.3;6.86;6.91;7.02;6.84;7.41;0.6;0.0;0.0;6.1;5.6;7.2;145.05;56.77;30.02;72.52;102.0;120.35;54.3;127.29;4.81
18/02/2009;4.16;1.74;21.3;12.2;24.9;4.36;0.877;0.496;2.63;0.762;2.63;0.161;279.0;13.3;0.53;0.31;0.93;1.09;0.3;0.36;0.56;0.09;0.46;0.37;0.07;0.52;0.29;6.32;6.33;6.49;6.23;6.84;0.0;0.2;0.0;5.0;5.4;5.6;145.05;56.77;30.01;72.52;102.0;120.38;54.29;127.3;4.761
19/02/2009;4.12;1.76;20.8;11.7;25.2;4.34;0.847;0.49;2.68;0.759;2.68;0.161;274.0;12.8;0.53;0.31;0.92;1.07;0.31;0.36;0.56;0.09;0.46;0.36;0.07;0.62;0.28;5.97;5.96;6.26;5.91;6.56;2.4;1.0;0.2;1.3;4.1;3.9;145.05;56.91;29.98;72.5;101.99;120.42;54.29;127.3;4.75
20/02/2009;4.08;1.96;19.6;11.3;24.2;4.45;0.843;0.49;2.77;0.756;2.77;0.157;285.0;12.5;0.53;0.33;0.89;1.05;0.28;0.37;0.56;0.09;0.47;0.36;0.07;0.65;0.27;6.24;6.29;6.36;6.2;6.73;0.0;0.4;0.4;4.9;4.4;6.1;145.05;56.84;29.95;72.49;101.99;120.47;54.29;127.29;4.721
21/02/2009;4.1;1.78;19.1;11.0;23.4;4.32;0.839;0.49;2.7;0.753;2.7;0.159;285.0;12.0;0.53;0.31;0.87;1.04;0.26;0.36;0.56;0.09;0.46;0.36;0.07;0.64;0.25;6.72;6.83;6.64;6.62;7.02;0.0;0.2;0.0;5.7;3.3;5.7;145.03;56.82;29.92;72.47;101.97;120.49;54.29;127.29;4.747
22/02/2009;4.05;1.76;18.3;10.7;22.0;4.35;0.911;0.484;2.72;0.794;2.72;0.155;272.0;11.7;0.53;0.31;0.85;1.03;0.22;0.36;0.57;0.09;0.47;0.37;0.07;0.62;0.24;7.05;7.17;7.07;7.15;7.42;0.4;0.0;0.0;5.8;5.4;6.9;145.03;56.8;29.91;72.45;101.97;120.53;54.29;127.3;4.811
23/02/2009;4.07;1.79;18.1;10.5;21.9;4.35;0.904;0.484;2.8;0.738;2.8;0.182;251.0;11.5;0.53;0.31;0.85;1.02;0.22;0.36;0.57;0.09;0.47;0.36;0.08;0.58;0.24;7.29;7.46;7.27;7.38;7.66;1.0;0.6;0.8;6.0;5.8;6.2;145.03;56.77;29.9;72.44;101.96;120.56;54.29;127.3;4.788
24/02/2009;4.09;1.76;18.2;10.4;22.7;4.39;0.863;0.479;2.73;0.736;2.73;0.159;223.0;11.7;0.53;0.31;0.85;1.02;0.24;0.36;0.56;0.09;0.47;0.36;0.07;0.6;0.24;7.46;7.7;7.34;7.61;7.71;0.2;0.0;0.2;4.5;4.6;5.7;145.03;56.77;29.87;72.42;101.97;120.62;54.29;127.35;4.766
25/02/2009;4.04;1.74;17.7;10.2;21.7;4.38;0.842;0.479;2.74;0.735;2.74;0.164;235.0;11.3;0.53;0.31;0.84;1.01;0.21;0.36;0.56;0.09;0.47;0.36;0.07;0.63;0.23;7.58;7.81;7.45;7.8;7.81;0.0;0.0;0.0;1.9;0.2;3.9;145.03;56.89;29.87;72.4;101.96;120.65;54.29;127.33;4.766
26/02/2009;4.06;1.79;17.2;10.2;21.9;4.55;0.841;0.479;2.76;0.733;2.76;0.157;238.0;11.0;0.53;0.31;0.82;1.01;0.22;0.37;0.56;0.09;0.47;0.36;0.07;0.64;0.22;7.81;8.1;7.71;7.9;8.04;0.0;0.2;0.0;6.9;3.1;5.5;145.03;56.84;29.84;72.4;101.95;120.69;54.29;127.32;4.823
27/02/2009;4.05;1.76;17.0;9.9;21.5;4.44;0.839;0.479;2.73;0.731;2.73;0.169;239.0;10.8;0.53;0.31;0.81;1.0;0.21;0.36;0.56;0.09;0.47;0.36;0.07;0.61;0.21;7.88;8.1;7.75;8.05;8.05;0.0;0.0;0.4;6.1;4.8;6.2;145.03;56.71;29.84;72.39;101.95;120.74;54.29;127.32;4.827
28/02/2009;4.05;1.77;16.6;9.84;20.0;4.36;0.856;0.485;2.72;0.727;2.72;0.179;222.0;10.7;0.53;0.31;0.8;1.0;0.17;0.35;0.56;0.09;0.47;0.36;0.08;0.66;0.21;7.77;8.08;7.7;7.96;8.02;0.2;0.2;0.0;1.3;1.1;6.5;145.05;56.7;29.84;72.37;101.95;120.78;54.29;127.32;4.86
01/03/2009;3.95;1.75;16.1;9.67;19.7;4.45;0.856;0.488;2.8;0.72;2.8;0.166;214.0;10.4;0.52;0.31;0.79;0.99;0.16;0.36;0.56;0.09;0.47;0.36;0.07;0.65;0.2;7.88;7.99;7.74;7.99;8.03;0.0;0.0;0.0;-2.6;-2.6;-2.3;145.05;56.71;29.81;72.36;101.95;120.83;54.3;127.33;4.929
02/03/2009;3.93;1.76;16.1;9.64;20.5;4.33;0.849;0.49;2.74;0.718;2.74;0.198;196.0;10.3;0.52;0.31;0.79;0.99;0.18;0.35;0.56;0.09;0.47;0.36;0.08;0.6;0.2;7.7;7.82;7.52;7.73;7.95;0.2;0.0;0.0;-4.0;-1.6;-3.6;145.08;56.75;29.8;72.35;101.95;120.88;54.3;127.33;4.885
03/03/2009;3.94;1.76;15.5;9.44;19.4;4.32;0.86;0.487;2.66;0.715;2.66;0.177;193.0;10.0;0.52;0.31;0.77;0.98;0.15;0.35;0.56;0.09;0.46;0.36;0.07;0.57;0.19;7.35;7.48;7.33;7.43;7.61;4.8;8.8;1.4;3.7;3.7;5.4;145.08;56.8;29.8;72.33;101.94;120.92;54.3;127.31;4.947
04/03/2009;4.11;2.49;15.1;9.62;19.1;4.6;0.918;0.496;2.64;0.812;2.64;0.614;264.0;10.2;0.53;0.39;0.76;0.99;0.14;0.37;0.57;0.09;0.46;0.37;0.19;0.73;0.19;7.33;7.44;7.25;7.37;7.52;0.0;0.2;0.2;6.9;6.3;7.8;145.1;56.75;29.8;72.34;101.94;120.99;54.33;127.32;5.084
05/03/2009;4.1;1.77;16.0;9.62;20.1;4.58;0.89;0.484;2.62;0.824;2.62;0.177;212.0;12.1;0.53;0.31;0.79;0.99;0.17;0.37;0.56;0.09;0.46;0.37;0.07;0.61;0.25;6.87;6.94;6.91;6.92;7.26;0.4;0.0;0.0;6.0;7.3;8.6;145.12;56.89;29.8;72.35;101.94;121.06;54.33;127.36;4.97
06/03/2009;3.96;4.19;16.1;9.6;20.1;4.47;0.87;0.485;2.61;0.83;2.61;0.179;194.0;12.0;0.52;0.53;0.79;0.99;0.17;0.36;0.56;0.09;0.46;0.37;0.08;0.56;0.25;6.57;6.62;6.66;6.57;6.98;0.0;0.0;0.0;10.7;10.3;16.3;145.12;56.91;29.77;72.35;101.94;121.1;54.3;127.35;4.903
07/03/2009;3.98;1.75;15.4;9.34;19.2;4.38;0.883;0.469;2.62;0.819;2.62;0.187;198.0;11.0;0.52;0.31;0.77;0.98;0.14;0.35;0.56;0.09;0.46;0.37;0.08;0.55;0.22;6.94;7.09;6.96;7.01;7.08;0.0;0.2;0.0;17.0;16.6;19.4;145.12;56.91;29.77;72.35;101.94;121.13;54.3;127.32;4.946
08/03/2009;3.98;2.03;15.5;9.26;19.2;4.47;0.911;0.502;2.62;0.821;2.62;0.414;192.0;10.5;0.52;0.34;0.77;0.98;0.14;0.36;0.57;0.09;0.46;0.37;0.15;0.54;0.2;7.93;8.38;7.26;7.99;7.52;0.0;0.0;0.0;11.5;13.7;17.1;145.12;56.78;29.76;72.35;101.94;121.17;54.3;127.31;5.048
